run,lumi,evtid 
1,1620,296984
1,1675,307057
1,1675,307069
1,1676,307151
1,1676,307148
1,1676,307164
1,1676,307207
1,1676,307292
1,1677,307309
1,1677,307397
1,1677,307450
1,1679,307740
1,1679,307802
1,1679,307860
1,1680,307930
1,1680,307955
1,1711,313505
1,1712,313788
1,1713,313914
1,1713,314021
1,1714,314143
1,1714,314221
1,1714,314286
1,1715,314401
1,1716,314593
1,1717,314618
1,1718,314859
1,1718,314926
1,1719,315177
1,1720,315230
1,1720,315256
1,1720,315318
1,1720,315356
1,1720,315377
1,1721,315525
1,1721,315545
1,1721,315565
1,1722,315610
1,1765,323482
1,1765,323539
1,1765,323545
1,1767,323880
1,1767,323953
1,1766,323673
1,1766,323748
1,1766,323774
1,985,180407
1,985,180454
1,985,180525
1,986,180648
1,986,180651
1,986,180684
1,986,180709
1,986,180740
1,987,180901
1,987,180916
1,987,180929
1,987,180939
1,987,180978
1,988,181182
1,988,181186
1,989,181204
1,989,181308
1,989,181341
1,989,181383
1,1136,208123
1,1136,208156
1,1137,208336
1,1137,208360
1,1137,208386
1,1138,208550
1,1138,208619
1,1138,208683
1,1138,208699
1,1139,208891
1,1140,208969
1,1585,290425
1,1585,290455
1,1585,290523
1,1586,290682
1,1587,290967
1,1588,291115
1,1588,291160
1,1589,291245
1,1589,291250
1,1589,291276
1,1609,294814
1,1609,294904
1,1609,294922
1,1609,294933
1,1609,294935
1,1609,294944
1,1609,294997
1,1609,294995
1,1610,295017
1,1611,295308
1,1611,295337
1,1612,295560
1,1613,295664
1,1614,295802
1,1614,295837
1,1657,303628
1,1657,303638
1,1658,303891
1,1658,303910
1,1658,303946
1,1658,303993
1,1659,304032
1,1659,304060
1,1659,304109
1,1659,304166
1,1660,304251
1,1660,304281
1,1660,304297
1,1661,304462
1,1661,304496
1,1661,304551
1,1669,305869
1,1670,306108
1,1670,306165
1,1670,306167
1,1670,306193
1,1671,306396
1,1672,306415
1,1672,306507
1,1672,306562
1,1673,306617
1,1673,306672
1,1674,306832
1,1735,317993
1,1736,318131
1,1736,318170
1,1736,318250
1,1737,318368
1,1146,210097
1,1915,351011
1,1915,351033
1,1916,351116
1,1916,351125
1,1916,351213
1,1916,351270
1,1917,351400
1,1917,351495
1,1918,351517
1,1918,351528
1,1918,351587
1,1918,351622
1,1969,360932
1,1969,360987
1,1970,361072
1,1970,361119
1,1970,361187
1,1971,361216
1,1971,361337
1,1971,361352
1,1971,361338
1,1972,361429
1,1972,361446
1,1972,361586
1,1973,361715
1,1987,364148
1,1987,364280
1,1989,364626
1,1989,364624
1,1990,364744
1,1990,364774
1,1990,364778
1,1990,364779
1,1990,364790
1,1991,364984
1,1991,364987
1,1991,365008
1,1991,365041
1,1992,365152
1,1992,365157
1,2023,370765
1,2023,370876
1,2024,370962
1,2024,371011
1,2024,371021
1,2024,371042
1,2025,371148
1,2025,371186
1,2025,371220
1,2025,371205
1,2026,371304
1,2026,371303
1,2026,371333
1,2026,371342
1,2026,371436
1,2026,371428
1,2026,371446
1,2026,371497
1,2027,371558
1,2028,371744
1,2028,371781
1,2113,387316
1,2113,387344
1,2114,387511
1,2114,387515
1,2114,387532
1,2114,387572
1,2116,387937
1,2116,387978
1,2117,388067
1,2118,388214
1,2118,388242
1,2118,388284
1,2317,424607
1,2317,424648
1,2317,424708
1,2318,424851
1,2318,424852
1,2318,424917
1,2318,424957
1,2318,424991
1,2319,425009
1,2319,425033
1,2319,425188
1,2321,425519
1,2321,425532
1,2322,425651
1,2377,435776
1,2377,435795
1,2378,435852
1,2378,435973
1,1738,318509
1,1738,318564
1,1738,318650
1,1738,318669
1,1739,318740
1,1739,318871
1,1740,318951
1,1831,335521
1,1831,335607
1,1831,335642
1,1831,335655
1,1833,335924
1,1833,335930
1,1833,336000
1,1834,336102
1,1834,336144
1,1834,336137
1,1834,336227
1,1834,336264
1,1835,336314
1,1835,336321
1,1835,336410
1,1835,336427
1,1835,336439
1,1835,336459
1,1836,336501
1,1836,336539
1,2107,386167
1,2108,386418
1,2109,386539
1,2109,386542
1,2109,386561
1,2110,386736
1,2110,386750
1,2110,386800
1,2110,386804
1,2110,386820
1,2111,386934
1,2111,386957
1,2111,387020
1,2111,387093
1,2111,387098
1,2112,387157
1,2112,387159
1,2203,403789
1,2203,403880
1,2204,403913
1,2204,403970
1,2204,404037
1,2204,404088
1,2205,404141
1,2205,404219
1,2206,404475
1,2207,404579
1,2207,404590
1,2207,404629
1,2208,404723
1,2208,404778
1,2208,404780
1,2227,408138
1,2227,408166
1,2227,408232
1,2228,408321
1,2229,408556
1,2229,408642
1,2229,408671
1,2230,408774
1,2230,408818
1,2230,408830
1,2230,408856
1,2230,408897
1,2231,408970
1,2232,409154
1,2275,416934
1,2275,416951
1,2276,417107
1,2276,417122
1,2276,417132
1,2276,417236
1,2277,417315
1,2277,417366
1,2277,417395
1,2277,417474
1,2278,417629
1,2278,417640
1,2279,417729
1,2440,447253
1,2441,447427
1,2441,447545
1,2441,447593
1,2442,447630
1,2442,447661
1,2669,489243
1,2669,489339
1,2707,496278
1,199,36494
1,200,36565
1,200,36574
1,201,36710
1,202,36959
1,202,37074
1,202,37089
1,203,37110
1,204,37363
1,289,52893
1,290,53019
1,290,53058
1,290,53160
1,290,53177
1,290,53176
1,290,53185
1,291,53316
1,291,53353
1,292,53581
1,293,53615
1,293,53656
1,293,53666
1,293,53720
1,294,53887
1,295,54007
1,295,54016
1,295,54022
1,296,54103
1,297,54330
1,297,54481
1,299,54750
1,299,54773
1,299,54813
1,299,54854
1,331,60520
1,331,60542
1,331,60562
1,331,60578
1,331,60610
1,331,60689
1,332,60771
1,333,60919
1,334,61208
1,335,61333
1,336,61545
1,337,61702
1,337,61759
1,337,61783
1,338,61838
1,338,61849
1,338,61890
1,338,61912
1,338,61955
1,339,62027
1,339,62037
1,340,62256
1,340,62313
1,340,62342
1,340,62329
1,341,62546
1,343,62778
1,343,62835
1,344,62954
1,344,62999
1,344,63007
1,344,63075
1,345,63138
1,345,63143
1,345,63238
1,345,63283
1,346,63351
1,346,63390
1,346,63399
1,346,63467
1,347,63506
1,347,63516
1,347,63689
1,352,64439
1,352,64519
1,352,64566
1,353,64602
1,353,64753
1,354,64832
1,354,64827
1,349,63919
1,349,63982
1,349,63991
1,350,64079
1,350,64114
1,350,64132
1,351,64215
1,355,64925
1,355,64937
1,355,64951
1,356,65185
1,356,65215
1,357,65364
1,357,65383
1,358,65546
1,358,65607
1,358,65603
1,358,65627
1,358,65636
1,359,65702
1,359,65720
1,359,65825
1,360,65931
1,361,66013
1,361,66062
1,361,66098
1,361,66183
1,362,66218
1,362,66345
1,363,66494
1,363,66568
1,363,66595
1,364,66776
1,365,66864
1,409,74820
1,409,74830
1,409,74943
1,409,74958
1,409,74978
1,410,75013
1,410,75036
1,410,75191
1,410,75196
1,411,75253
1,411,75282
1,412,75433
1,412,75462
1,412,75528
1,412,75600
1,413,75683
1,413,75707
1,413,75722
1,414,75815
1,451,82514
1,451,82561
1,453,82968
1,453,83037
1,453,83082
1,454,83116
1,454,83211
1,454,83218
1,456,83515
1,457,83602
1,457,83642
1,458,83810
1,458,83869
1,459,84049
1,459,84139
1,459,84146
1,460,84210
1,460,84249
1,460,84342
1,461,84541
1,462,84653
1,463,84706
1,463,84782
1,463,84809
1,463,84814
1,463,84830
1,464,85096
1,465,85227
1,468,85792
1,562,102921
1,562,102917
1,562,103083
1,563,103166
1,564,103344
1,811,148532
1,811,148535
1,812,148735
1,812,148823
1,812,148813
1,814,149130
1,815,149414
1,815,149423
1,815,149491
1,816,149527
1,847,155196
1,847,155280
1,847,155289
1,848,155338
1,849,155531
1,849,155551
1,849,155605
1,850,155709
1,850,155708
1,850,155731
1,850,155781
1,850,155775
1,851,155914
1,851,156001
1,851,156035
1,852,156113
1,852,156146
1,2725,499429
1,2725,499585
1,2726,499622
1,2727,499899
1,2727,499951
1,391,71516
1,391,71619
1,391,71625
1,391,71670
1,392,71783
1,392,71833
1,393,72041
1,394,72160
1,394,72161
1,394,72239
1,394,72242
1,394,72278
1,395,72334
1,396,72522
1,396,72570
1,919,168350
1,919,168406
1,919,168496
1,920,168560
1,920,168603
1,920,168649
1,920,168670
1,921,168771
1,921,168776
1,921,168779
1,921,168785
1,921,168851
1,921,168873
1,922,168912
1,922,168928
1,922,168931
1,922,168980
1,922,169037
1,922,169079
1,1213,222357
1,1214,222409
1,1214,222430
1,1214,222465
1,1214,222480
1,1214,222565
1,1214,222563
1,1215,222759
1,1216,222838
1,1217,223028
1,1218,223247
1,1218,223253
1,1218,223295
1,40,7208
1,40,7239
1,40,7349
1,40,7394
1,41,7478
1,41,7521
1,42,7655
1,42,7645
1,43,7780
1,43,7799
1,43,7864
1,44,7944
1,44,7951
1,44,8061
1,44,8100
1,45,8298
1,46,8337
1,46,8358
1,47,8504
1,47,8636
1,47,8698
1,48,8710
1,48,8748
1,48,8767
1,55,9945
1,56,10213
1,57,10365
1,57,10448
1,58,10538
1,58,10601
1,58,10637
1,58,10688
1,59,10719
1,59,10772
1,59,10822
1,60,10939
1,61,11016
1,61,11076
1,61,11128
1,62,11277
1,62,11307
1,62,11348
1,63,11455
1,63,11461
1,63,11469
1,63,11493
1,65,11854
1,65,11990
1,65,11981
1,66,12047
1,66,12059
1,91,16590
1,91,16630
1,91,16673
1,91,16687
1,92,16818
1,92,16815
1,92,16842
1,92,16854
1,93,16953
1,93,16956
1,93,16989
1,93,17098
