run,lumi,evtid
1,335,334560
1,335,334599
1,335,334694
1,335,334903
1,335,334996
1,149,148063
1,149,148072
1,149,148155
1,149,148185
1,149,148229
1,149,148242
1,149,148284
1,149,148576
1,149,148599
1,149,148689
1,149,148744
1,149,148775
1,149,148852
1,149,148867
1,149,148974
1,237,236006
1,237,236075
1,237,236372
1,237,236426
1,237,236485
1,237,236521
1,237,236535
1,237,236607
1,237,236598
1,237,236613
1,237,236789
1,237,236843
1,237,236944
1,238,237053
1,238,237220
1,238,237410
1,238,237466
1,238,237511
1,238,237730
1,238,237821
1,238,237852
1,238,237941
1,238,237940
1,239,238095
1,239,238178
1,239,238285
1,239,238449
1,239,238465
1,239,238585
1,239,238659
1,239,238702
1,239,238727
1,239,238738
1,239,238800
1,239,238811
1,239,238840
1,240,239018
1,240,239299
1,240,239296
1,240,239471
1,240,239533
1,240,239593
1,240,239639
1,240,239656
1,240,239653
1,240,239719
1,240,239729
1,240,239935
1,240,239962
1,336,335237
1,336,335254
1,336,335461
1,336,335465
1,336,335529
1,336,335567
1,336,335878
1,336,335912
1,336,335910
1,336,335992
1,321,320002
1,321,320136
1,321,320171
1,321,320912
1,321,320980
1,322,321050
1,322,321041
1,322,321153
1,322,321226
1,322,321326
1,322,321346
1,322,321382
1,322,321493
1,322,321585
1,322,321724
1,322,321814
1,322,321848
1,322,321941
1,323,322034
1,323,322079
1,323,322135
1,323,322352
1,323,322413
1,323,322542
1,323,322555
1,323,322578
1,323,322666
1,323,322824
1,324,323021
1,324,323293
1,324,323298
1,324,323339
1,324,323445
1,324,323515
1,324,323704
1,324,323790
1,337,336160
1,337,336239
1,337,336279
1,337,336275
1,337,336427
1,337,336511
1,337,336848
1,337,336892
1,337,336968
1,338,337038
1,338,337117
1,338,337145
1,338,337597
1,338,337605
1,338,337654
1,338,337669
1,338,337732
1,338,337806
1,338,337840
1,338,337952
1,338,337940
1,339,338145
1,339,338169
1,339,338239
1,339,338301
1,339,338407
1,339,338488
1,339,338770
1,340,339088
1,340,339191
1,340,339240
1,340,339248
1,340,339359
1,340,339427
1,340,339473
1,340,339484
1,340,339543
1,340,339553
1,340,339573
1,340,339580
1,340,339606
1,340,339673
1,340,339719
1,340,339766
1,340,339785
1,340,339923
1,340,339980
1,461,460006
1,461,460022
1,461,460136
1,461,460284
1,461,460320
1,461,460391
1,461,460400
1,461,460823
1,461,460824
1,461,460856
1,461,460985
1,461,460989
1,462,461135
1,462,461171
1,462,461200
1,462,461222
1,462,461275
1,462,461376
1,462,461448
1,462,461477
1,462,461540
1,462,461569
1,462,461770
1,462,461816
1,462,461900
1,462,461984
1,463,462029
1,463,462192
1,463,462199
1,463,462295
1,463,462336
1,463,462444
1,463,462485
1,463,462500
1,463,462688
1,463,462711
1,463,462895
1,464,463022
1,464,463090
1,464,463261
1,464,463258
1,464,463271
1,464,463278
1,464,463373
1,464,463378
1,464,463581
1,464,463597
1,464,463734
1,464,463813
1,464,463827
1,464,463974
1,464,463971
1,464,463977
1,101,100317
1,101,100399
1,101,100471
1,101,100640
1,101,100727
1,101,100816
1,101,100892
1,102,101002
1,102,101010
1,102,101033
1,102,101110
1,102,101120
1,102,101142
1,102,101154
1,102,101183
1,102,101629
1,102,101617
1,102,101638
1,102,101762
1,102,101844
1,102,101929
1,102,101985
1,102,101997
1,103,102011
1,103,102058
1,103,102091
1,103,102096
1,103,102225
1,103,102322
1,103,102339
1,103,102459
1,103,102486
1,103,102522
1,103,102530
1,103,102564
1,103,102703
1,103,102818
1,103,102916
1,104,103021
1,104,103074
1,104,103047
1,104,103208
1,104,103217
1,104,103233
1,104,103253
1,104,103431
1,104,103585
1,104,103573
1,104,103600
1,104,103805
1,104,103814
1,104,103866
1,104,103869
1,104,103891
1,104,103961
1,121,120026
1,121,120081
1,121,120461
1,121,120476
1,121,120810
1,121,120833
1,121,120859
1,121,120909
1,121,120972
1,122,121125
1,122,121245
1,122,121331
1,122,121373
1,122,121465
1,122,121557
1,122,121563
1,122,121655
1,122,121690
1,122,121743
1,122,121830
1,122,121841
1,122,121909
1,123,122056
1,123,122231
1,123,122308
1,123,122296
1,123,122317
1,123,122354
1,123,122439
1,123,122437
1,123,122455
1,123,122526
1,123,122701
1,123,122747
1,123,122848
1,123,122952
1,124,123152
1,124,123296
1,124,123305
1,124,123386
1,124,123398
1,124,123410
1,124,123464
1,124,123482
1,124,123508
1,124,123523
1,124,123681
1,124,123799
1,124,123809
1,124,123969
1,153,152056
1,153,152095
1,153,152287
1,153,152338
1,153,152695
1,153,152803
1,153,152957
1,153,152976
1,154,153036
1,154,153139
1,154,153174
1,154,153475
1,154,153483
1,154,153610
1,154,153655
1,154,153837
1,154,153873
1,154,153949
1,155,154020
1,155,154064
1,155,154170
1,155,154176
1,155,154270
1,155,154294
1,155,154317
1,155,154486
1,155,154537
1,155,154536
1,155,154557
1,155,154562
1,155,154647
1,155,154657
1,155,154829
1,155,154920
1,156,155171
1,156,155337
1,156,155434
1,156,155470
1,156,155531
1,156,155580
1,156,155688
1,156,155701
1,156,155966
1,161,160024
1,161,160191
1,161,160247
1,161,160296
1,161,160331
1,161,160536
1,161,160716
1,161,160842
1,161,160874
1,161,160986
1,162,161230
1,162,161351
1,162,161352
1,162,161377
1,162,161404
1,162,161467
1,162,161663
1,162,161704
1,162,161749
1,162,161765
1,162,161834
1,162,161865
1,162,161874
1,162,161935
1,163,162001
1,163,162067
1,163,162266
1,163,162315
1,163,162340
1,163,162440
1,163,162525
1,163,162657
1,163,162694
1,163,162782
1,163,162783
1,163,162958
1,164,163050
1,164,163109
1,164,163177
1,164,163194
1,164,163224
1,164,163290
1,164,163713
1,164,163720
1,164,163808
1,164,163860
1,164,163969
1,157,156061
1,157,156287
1,157,156410
1,157,156437
1,157,156492
1,157,156599
1,157,156612
1,157,156752
1,157,156812
1,157,156853
1,157,156960
1,158,157038
1,158,157033
1,158,157061
1,158,157113
1,158,157132
1,158,157184
1,158,157209
1,158,157289
1,158,157600
1,158,157636
1,158,157660
1,158,157711
1,160,159051
1,160,159088
1,160,159095
1,160,159236
1,160,159333
1,160,159463
1,160,159483
1,160,159491
1,160,159500
1,160,159579
1,160,159588
1,160,159679
1,160,159768
1,160,159756
1,160,159917
1,160,159968
1,160,159960
1,192,191021
1,192,191026
1,192,191039
1,192,191048
1,192,191189
1,192,191403
1,192,191451
1,192,191501
1,192,191570
1,192,191604
1,192,191667
1,192,191689
1,192,191801
1,192,191899
1,350,349021
1,350,349047
1,350,349171
1,350,349187
1,350,349194
1,350,349275
1,350,349377
1,350,349402
1,350,349412
1,350,349514
1,350,349623
1,350,349644
1,350,349652
1,350,349656
1,350,349684
1,350,349695
1,350,349729
1,350,349769
1,350,349748
1,350,349857
1,351,350101
1,351,350156
1,351,350200
1,351,350274
1,351,350496
1,351,350524
1,351,350634
1,351,350728
1,351,350730
1,351,350963
1,352,351012
1,352,351045
1,352,351084
1,352,351215
1,352,351278
1,352,351312
1,352,351309
1,352,351327
1,352,351404
1,352,351546
1,352,351545
1,352,351805
1,352,351967
1,443,442072
1,443,442078
1,443,442123
1,443,442204
1,443,442315
1,443,442452
1,443,442455
1,443,442484
1,443,442606
1,443,442613
1,443,442647
1,443,442670
1,443,442708
1,443,442848
1,443,442861
1,443,442903
1,443,442926
1,396,395027
1,396,395029
1,396,395174
1,396,395171
1,396,395420
1,396,395458
1,396,395609
1,396,395605
1,396,395622
1,396,395737
1,396,395780
1,396,395874
1,433,432029
1,433,432057
1,433,432076
1,433,432329
1,433,432564
1,433,432595
1,433,432635
1,433,432715
1,433,432759
1,433,432778
1,433,432781
1,433,432826
1,433,432838
1,433,432845
1,433,432859
1,434,433038
1,434,433050
1,434,433224
1,434,433219
1,434,433289
1,434,433337
1,434,433537
1,434,433814
1,434,433994
1,435,434010
1,435,434091
1,435,434188
1,435,434261
1,435,434290
1,435,434493
1,435,434513
1,435,434566
1,435,434588
1,435,434597
1,435,434724
1,435,434732
1,435,434793
1,436,435007
1,436,435073
1,436,435086
1,436,435125
1,436,435248
1,436,435245
1,436,435262
1,436,435310
1,436,435333
1,436,435399
1,436,435572
1,436,435604
1,436,435622
1,436,435642
1,436,435721
1,436,435843
1,436,435851
1,436,435943
1,436,435992
1,445,444346
1,445,444657
1,445,444674
1,445,444712
1,445,444745
1,446,445182
1,446,445854
1,447,446109
1,447,446118
1,447,446184
1,447,446214
1,447,446317
1,447,446346
1,447,446434
1,447,446662
1,447,446711
1,447,446776
1,447,446788
1,447,446863
1,447,446955
1,447,446988
1,177,176365
1,177,176493
1,177,176664
1,177,176732
1,177,176784
1,177,176793
1,178,177116
1,178,177148
1,178,177168
1,178,177181
1,178,177380
1,178,177431
1,178,177463
1,178,177480
1,178,177559
1,178,177572
1,178,177709
1,178,177773
1,178,177787
1,178,177794
1,179,178062
1,179,178142
1,179,178268
1,179,178305
1,179,178393
1,179,178453
1,179,178462
1,179,178562
1,179,178564
1,179,178724
1,179,178748
1,180,179030
1,180,179303
1,180,179339
1,180,179383
1,180,179396
1,180,179561
1,180,179565
1,180,179609
1,180,179797
1,180,179825
1,180,179824
1,180,179835
1,477,476101
1,477,476159
1,477,476192
1,477,476461
1,477,476577
1,477,476628
1,477,476772
1,477,476845
1,477,476842
1,477,476879
1,477,476913
1,478,477009
1,478,477128
1,478,477158
1,478,477348
1,478,477395
1,478,477407
1,478,477416
1,478,477492
1,478,477520
1,478,477618
1,478,477739
1,478,477782
1,478,477863
1,478,477907
1,478,477938
1,478,477949
1,478,477957
1,479,478002
1,479,478067
1,479,478130
1,479,478163
1,479,478168
1,479,478522
1,479,478565
1,479,478642
1,479,478647
1,479,478788
1,479,478848
1,479,478869
1,479,478873
1,480,479077
1,480,479086
1,480,479111
1,480,479211
1,480,479239
1,480,479240
1,480,479324
1,480,479566
1,480,479670
1,480,479717
1,480,479892
1,480,479920
1,480,479936
1,409,408200
1,409,408211
1,409,408338
1,409,408376
1,409,408417
1,409,408494
1,409,408489
1,409,408490
1,409,408580
1,409,408601
1,409,408731
1,409,408754
1,409,408861
1,410,409039
1,410,409107
1,410,409125
1,410,409126
1,410,409122
1,410,409333
1,410,409403
1,410,409396
1,410,409468
1,410,409581
1,410,409619
1,410,409724
1,410,409743
1,411,410439
1,411,410537
1,411,410542
1,411,410718
1,411,410975
1,411,411000
1,412,411006
1,412,411048
1,412,411110
1,412,411141
1,412,411193
1,412,411191
1,412,411295
1,412,411687
1,412,411755
1,412,411848
1,412,411903
1,159,158104
1,159,158215
1,159,158243
1,159,158305
1,159,158336
1,159,158346
1,159,158462
1,159,158487
1,159,158600
1,159,158709
1,159,158724
1,159,158732
1,159,158992
1,189,188023
1,189,188258
1,189,188404
1,190,189016
1,190,189049
1,190,189075
1,190,189142
1,190,189140
1,190,189220
1,190,189276
1,190,189284
1,190,189316
1,190,189312
1,190,189350
1,190,189437
1,190,189483
1,190,189995
1,191,190074
1,191,190100
1,191,190328
1,191,190345
1,191,190622
1,191,190636
1,191,190679
1,191,190805
1,191,190858
1,191,190889
1,191,190932
1,349,348071
1,349,348122
1,349,348247
1,349,348242
1,349,348374
1,349,348410
1,349,348506
1,349,348509
1,349,348526
1,349,348709
1,349,348723
1,349,348768
1,349,348869
1,349,348885
1,349,348948
1,441,440032
1,441,440073
1,441,440075
1,441,440313
1,441,440345
1,441,440479
1,441,440518
1,441,440570
1,441,440579
1,441,440600
1,441,440645
1,441,440892
1,441,440894
1,442,441076
1,442,441202
1,442,441457
1,442,441481
1,442,441605
1,442,441775
1,442,441876
1,442,441974
1,444,443047
1,444,443080
1,444,443121
1,444,443147
1,444,443329
1,444,443366
1,444,443415
1,444,443455
1,444,443479
1,444,443476
1,444,443787
1,493,492072
1,493,492081
1,493,492122
1,493,492268
1,493,492399
1,493,492575
1,493,492677
1,493,492686
1,493,492690
1,493,492787
1,493,492845
1,493,492849
1,493,492851
1,493,492865
1,494,493410
1,494,493445
1,494,493512
1,494,493565
1,494,493837
1,494,493907
1,494,493951
1,494,493997
1,494,493994
1,495,494031
1,495,494062
1,495,494297
1,495,494403
1,495,494408
1,495,494440
1,495,494478
1,495,494613
1,495,494655
1,495,494657
1,495,494744
1,495,494745
1,495,494771
1,495,494837
1,495,494827
1,495,494842
1,495,494853
1,495,494909
1,495,494953
1,495,494965
1,496,495068
1,496,495085
1,496,495205
1,496,495215
1,496,495269
1,496,495272
1,496,495390
1,496,495460
1,496,495465
1,496,495597
1,496,495610
1,496,495682
1,496,495773
1,496,495831
1,496,495990
1,17,16006
1,17,16022
1,17,16039
1,17,16089
1,17,16146
1,17,16155
1,17,16368
1,17,16402
1,17,16406
1,17,16472
1,17,16479
1,17,16507
1,17,16574
1,17,16683
1,17,16736
1,17,16767
1,17,16837
1,17,16879
1,17,16917
1,18,17119
1,18,17156
1,18,17175
1,18,17319
1,18,17602
1,18,17616
1,18,17820
1,18,17895
1,19,18100
1,19,18140
1,19,18200
1,19,18218
1,19,18255
1,19,18262
1,19,18355
1,19,18391
1,19,18424
1,19,18632
1,19,18811
1,19,18776
1,19,18869
1,20,19029
1,20,19068
1,20,19080
1,20,19115
1,20,19198
1,20,19243
1,20,19266
1,20,19317
1,20,19375
1,20,19388
1,20,19482
1,20,19540
1,20,19575
1,20,19596
1,20,19722
1,20,19920
1,305,304068
1,305,304079
1,305,304085
1,305,304100
1,305,304225
1,305,304287
1,305,304304
1,305,304387
1,305,304457
1,305,304528
1,305,304665
1,305,304716
1,305,304699
1,305,304755
1,305,304832
1,305,304873
1,305,304884
1,305,304931
1,305,304968
1,306,305006
1,306,305015
1,306,305031
1,306,305146
1,306,305289
1,306,305296
1,306,305320
1,306,305438
1,306,305580
1,306,305675
1,306,305697
1,306,305795
1,307,306010
1,307,306042
1,307,306410
1,307,306589
1,308,307087
1,308,307088
1,308,307147
1,308,307169
1,308,307282
1,308,307285
1,308,307591
1,308,307629
1,308,307637
1,308,307652
1,308,307682
1,308,307737
1,308,307819
1,308,307863
1,308,307873
1,308,307913
1,261,260189
1,261,260188
1,261,260203
1,261,260293
1,261,260294
1,261,260406
1,261,260472
1,261,260536
1,261,260554
1,261,260624
1,261,260922
1,261,260933
1,262,261021
1,262,261064
1,262,261085
1,262,261222
1,262,261235
1,262,261321
1,262,261518
1,262,261652
1,262,261755
1,262,261808
1,262,261890
1,262,261888
1,263,262045
1,263,262076
1,263,262114
1,263,262227
1,263,262233
1,263,262274
1,263,262296
1,263,262347
1,263,262375
1,263,262504
1,263,262627
1,263,262660
1,263,262637
1,263,262717
1,263,262734
1,263,262910
1,263,262939
1,263,262991
1,264,263035
1,264,263069
1,264,263166
1,264,263183
1,264,263372
1,264,263464
1,264,263471
1,264,263524
1,264,263802
1,264,263851
1,264,263992
1,397,396012
1,397,396104
1,397,396246
1,397,396313
1,397,396337
1,397,396377
1,397,396449
1,397,396985
1,397,396988
1,398,397004
1,398,397117
1,398,397237
1,398,397283
1,398,397336
1,398,397403
1,398,397426
1,398,397447
1,398,397466
1,398,397537
1,398,397712
1,398,397838
1,398,397889
1,398,397895
1,398,397971
1,399,398445
1,399,398486
1,399,398541
1,399,398663
1,399,398681
1,399,398711
1,399,398744
1,399,398822
1,399,398854
1,400,399095
1,400,399337
1,400,399419
1,400,399536
1,400,399555
1,400,399605
1,400,399607
1,400,399649
1,400,399818
1,400,399985
1,301,300024
1,301,300086
1,301,300181
1,301,300297
1,301,300317
1,301,300379
1,301,300526
1,301,300535
1,301,300569
1,301,300712
1,301,300777
1,301,300775
1,301,300874
1,302,301217
1,302,301220
1,302,301244
1,302,301338
1,302,301445
1,302,301500
1,302,301555
1,302,301626
1,302,301637
1,302,301692
1,302,301711
1,302,301696
1,302,301774
1,302,301848
1,302,301869
1,302,301942
1,302,301985
1,303,302168
1,303,302207
1,303,302280
1,303,302421
1,303,302452
1,303,302631
1,303,302669
1,303,302694
1,303,302715
1,303,302929
1,304,303174
1,304,303196
1,304,303276
1,304,303280
1,304,303304
1,304,303343
1,304,303394
1,304,303598
1,304,303603
1,304,303617
1,304,303626
1,304,303731
1,304,303825
1,304,303877
1,304,303901
1,304,303959
1,73,72113
1,73,72182
1,73,72336
1,73,72449
1,73,72539
1,73,72628
1,73,72657
1,73,72830
1,73,72848
1,73,72904
1,74,73009
1,74,73033
1,74,73078
1,74,73104
1,74,73240
1,74,73283
1,74,73418
1,74,73448
1,74,73603
1,74,73668
1,74,73692
1,74,73835
1,74,73881
1,74,73921
1,74,73933
1,75,74081
1,75,74202
1,75,74331
1,75,74582
1,75,74605
1,75,74648
1,75,74659
1,75,74762
1,75,74766
1,75,74822
1,76,75078
1,76,75084
1,76,75154
1,76,75264
1,76,75281
1,76,75490
1,76,75534
1,76,75537
1,76,75588
1,76,75619
1,76,75621
1,76,75670
1,81,80036
1,81,80212
1,81,80219
1,81,80239
1,81,80549
1,81,80600
1,81,80706
1,81,80747
1,81,80758
1,81,80770
1,81,80890
1,81,80899
1,81,80935
1,81,80921
1,81,80958
1,82,81197
1,82,81245
1,82,81242
1,82,81353
1,82,81383
1,82,81399
1,82,81390
1,82,81479
1,82,81508
1,82,81584
1,83,82047
1,83,82067
1,83,82083
1,83,82093
1,83,82150
1,83,82144
1,83,82214
1,83,82224
1,83,82350
1,83,82419
1,83,82523
1,83,82558
1,83,82708
1,84,83171
1,84,83211
1,84,83317
1,84,83354
1,84,83381
1,84,83555
1,84,83564
1,84,83578
1,84,83598
1,84,83601
1,84,83622
1,84,83625
1,84,83747
1,84,83802
1,84,83817
1,84,83975
1,84,83995
1,109,108067
1,109,108084
1,109,108268
1,109,108341
1,109,108376
1,109,108404
1,109,108636
1,109,108677
1,109,108693
1,109,108724
1,109,108709
1,109,108781
1,110,109118
1,110,109236
1,110,109309
1,110,109409
1,110,109535
1,110,109543
1,110,109612
1,110,109645
1,110,109722
1,111,110076
1,111,110069
1,111,110124
1,111,110139
1,111,110378
1,111,110463
1,111,110487
1,111,110523
1,111,110551
1,111,110649
1,111,110859
1,111,110970
1,111,110988
1,112,111091
1,112,111126
1,112,111181
1,112,111453
1,112,111457
1,112,111496
1,112,111724
1,112,111769
1,112,111799
1,112,111842
1,113,112076
1,113,112080
1,113,112228
1,113,112319
1,113,112403
1,113,112459
1,113,112469
1,113,112576
1,113,112593
1,113,112639
1,113,112649
1,113,112839
1,114,113173
1,114,113188
1,114,113213
1,114,113234
1,114,113284
1,114,113319
1,114,113462
1,114,113512
1,114,113542
1,114,113559
1,114,113745
1,114,113818
1,193,192018
1,193,192067
1,193,192056
1,193,192254
1,193,192271
1,193,192347
1,193,192390
1,193,192632
1,193,192679
1,193,192759
1,193,192784
1,193,192856
1,193,192954
1,193,192984
1,194,193093
1,194,193087
1,194,193230
1,194,193359
1,194,193393
1,194,193430
1,194,193463
1,194,193510
1,194,193559
1,194,193574
1,194,193622
1,194,193620
1,194,193783
1,194,193817
1,194,193878
1,194,193936
